EmployeeNumber,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
7234,Y,No,22.0,4.0,3.0,80.0,0.0,27.0,3.0,2.0,5.0,4.0,2.0,1.0,No,202620.0
7235,Y,No,16.0,3.0,2.0,80.0,1.0,6.0,2.0,4.0,5.0,1924.0,0.0,3.0,Yes,32460.0
7236,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,No,33216.0
7237,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,Yes,33216.0
7238,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,No,33216.0
7239,Y,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0,Yes,234156.0
7240,Y,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0,Yes,234156.0
7241,Y,No,21.0,4.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,Yes,36264.0
7242,Y,No,14.0,3.0,2.0,80.0,0.0,9.0,5.0,2.0,8.0,9217.0,0.0,7.0,Yes,78000.0
7243,Y,No,25.0,4.0,3.0,80.0,3.0,24.0,2.0,3.0,24.0,13.0,15.0,5707.0,Yes,125436.0
7244,Y,No,20.0,4.0,3.0,80.0,1.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,Yes,68100.0
7245,Y,No,20.0,4.0,3.0,80.0,1.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,No,68100.0
7246,Y,No,21.0,4.0,3.0,80.0,3.0,14.0,2.0,3.0,2072.0,7.0,0.0,7.0,Yes,87768.0
7247,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,Yes,75864.0
7248,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,Yes,75864.0
7249,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,No,75864.0
7250,Y,No,13.0,3.0,4.0,80.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,Yes,26328.0
7251,Y,No,22.0,4.0,4.0,80.0,0.0,6.0,2.0,3.0,3132.0,3.0,1.0,2.0,Yes,43164.0
7252,Y,No,25.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,0.0,3057.0,9.0,Yes,61812.0
7253,Y,No,25.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,0.0,3057.0,9.0,No,61812.0
7254,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,0.0,3.0,22.0,15.0,15.0,8.0,Yes,234540.0
7255,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,0.0,3.0,22.0,15.0,15.0,8.0,Yes,234540.0
7256,Y,No,12.0,3.0,3.0,80.0,0.0,7.0,2.0,3.0,2.0,2.0,2.0,1691.0,Yes,25260.0
7257,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,Yes,65292.0
7258,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,No,65292.0
7259,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,Yes,65292.0
7260,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,Yes,41424.0
7261,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,Yes,41424.0
7262,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,Yes,41424.0
7263,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,No,45792.0
7264,Y,Yes,22.0,4.0,3.0,80.0,1.0,22.0,3.0,3.0,17.0,13.0,1.0,4760.0,Yes,192768.0
7265,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,Yes,85428.0
7266,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,Yes,85428.0
7267,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,No,51528.0
7268,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,No,51528.0
7269,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,Yes,51528.0
7270,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,No,24840.0
7271,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,Yes,24840.0
7272,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,Yes,24840.0
7273,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,Yes,118224.0
7274,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,Yes,118224.0
7275,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,Yes,118224.0
7276,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,Yes,107112.0
7277,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,Yes,107112.0
7278,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,Yes,107112.0
7279,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,Yes,158940.0
7280,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,Yes,158940.0
7281,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,Yes,158940.0
7282,Y,No,22.0,4.0,2.0,80.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,No,41376.0
7283,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,Yes,116688.0
7284,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,Yes,116688.0
7285,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,Yes,116688.0
7286,Y,Yes,11.0,3.0,1.0,80.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0,Yes,60072.0
7287,Y,No,13.0,3.0,3.0,80.0,1.0,23.0,2.0,4.0,1.0,0.0,8650.0,0.0,No,224532.0
7288,Y,No,16.0,3.0,1.0,80.0,0.0,16.0,2.0,3.0,8179.0,10.0,4.0,8.0,Yes,130836.0
7289,Y,No,16.0,3.0,1.0,80.0,0.0,16.0,2.0,3.0,8179.0,10.0,4.0,8.0,No,130836.0
7290,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,No,26592.0
7291,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,No,26592.0
7292,Y,No,14.0,3.0,2.0,80.0,0.0,2041.0,3.0,3.0,1.0,0.0,0.0,0.0,Yes,78636.0
7293,Y,No,14.0,3.0,2.0,80.0,0.0,2041.0,3.0,3.0,1.0,0.0,0.0,0.0,No,78636.0
7294,Y,No,14.0,3.0,2.0,80.0,0.0,2041.0,3.0,3.0,1.0,0.0,0.0,0.0,No,78636.0
7295,Y,No,17.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,Yes,27204.0
7296,Y,No,17.0,3.0,1.0,80.0,1.0,7.0,2.0,2.0,5.0,4.0,0.0,2.0,No,39528.0
7297,Y,Yes,21.0,4.0,2.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,Yes,27300.0
7298,Y,No,18.0,3.0,3.0,80.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,5136.0,Yes,24396.0
7299,Y,Yes,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5209.0,0.0,0.0,2.0,Yes,177072.0
7300,Y,Yes,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5209.0,0.0,0.0,2.0,Yes,177072.0
7301,Y,Yes,13.0,3.0,4.0,80.0,0.0,32.0,2.0,3.0,8298.0,6.0,13.0,9.0,Yes,172932.0
7302,Y,No,18.0,3.0,1.0,80.0,1.0,5505.0,2.0,3.0,24.0,9.0,9.0,11.0,Yes,62520.0
7303,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,6305.0,0.0,Yes,45780.0
7304,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,6305.0,0.0,Yes,45780.0
7305,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,6305.0,0.0,No,45780.0
7306,Y,No,11.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,1184.0,8.0,7.0,8.0,No,106296.0
7307,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,Yes,43920.0
7308,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,No,43920.0
7309,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,Yes,235980.0
7310,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,Yes,235980.0
7311,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,Yes,235980.0
7312,Y,No,13.0,3.0,2.0,80.0,0.0,17.0,3.0,3.0,17.0,11.0,11.0,8.0,Yes,79752.0
7313,Y,No,13.0,3.0,4.0,80.0,2.0,31.0,4.0,4.0,7.0,2582.0,0.0,0.0,Yes,176784.0
7314,Y,No,13.0,3.0,4.0,80.0,2.0,31.0,4.0,4.0,7.0,2582.0,0.0,0.0,Yes,176784.0
7315,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,No,79812.0
7316,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,No,79812.0
7317,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,No,79812.0
7318,Y,Yes,17.0,3.0,3.0,80.0,0.0,9.0,0.0,3.0,9.0,4212.0,0.0,7.0,Yes,49956.0
7319,Y,Yes,17.0,3.0,3.0,80.0,0.0,9.0,0.0,3.0,9.0,4212.0,0.0,7.0,Yes,49956.0
7320,Y,No,19.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,2809.0,3.0,0.0,7.0,No,67932.0
7321,Y,No,12.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,6.0,5.0,4.0,3.0,No,77364.0
7322,Y,No,12.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,6.0,5.0,4.0,3.0,Yes,77364.0
7323,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,No,60036.0
7324,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,Yes,60036.0
7325,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,Yes,60036.0
7326,Y,Yes,20.0,4.0,4.0,80.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,5.0,Yes,27672.0
7327,Y,No,13.0,3.0,2.0,80.0,0.0,9.0,2.0,2.0,6.0,5.0,0.0,3.0,Yes,41424.0
7328,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,25308.0
7329,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes,25308.0
7330,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,No,25308.0
7331,Y,No,22.0,4.0,3.0,80.0,0.0,12.0,2.0,4.0,8.0,3.0,0.0,7.0,Yes,104232.0
7332,Y,No,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,2551.0,0.0,0.0,0.0,Yes,29712.0
7333,Y,No,16.0,3.0,2.0,80.0,1.0,7.0,2.0,3.0,4.0,2.0,0.0,2.0,No,42960.0
7334,Y,Yes,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,8090.0,1.0,3.0,Yes,45120.0
7335,Y,Yes,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,8090.0,1.0,3.0,Yes,45120.0
7336,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,Yes,85128.0
7337,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,No,85128.0
7338,Y,Yes,13.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,9.0,6246.0,0.0,7.0,No,98268.0
7339,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,3876.0,No,74064.0
7340,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,3876.0,No,74064.0
7341,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,3655.0,4.0,0.0,3.0,No,68928.0
7342,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,3655.0,4.0,0.0,3.0,No,68928.0
7343,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,3655.0,4.0,0.0,3.0,Yes,68928.0
7344,Y,No,14.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,No,68940.0
7345,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,Yes,33516.0
7346,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,Yes,33516.0
7347,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,No,33516.0
7348,Y,Yes,20.0,4.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,4434.0,4.0,No,55764.0
7349,Y,Yes,20.0,4.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,4434.0,4.0,Yes,55764.0
7350,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,1.0,4911.0,Yes,42768.0
7351,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,1.0,4911.0,Yes,42768.0
7352,Y,Yes,13.0,3.0,4.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,1.0,Yes,30708.0
7353,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8954.0,Yes,60504.0
7354,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8954.0,Yes,60504.0
7355,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,Yes,80544.0
7356,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,Yes,80544.0
7357,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,Yes,80544.0
7358,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,7971.0,No,35304.0
7359,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,7971.0,Yes,35304.0
7360,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,7971.0,Yes,35304.0
7361,Y,No,16.0,3.0,3.0,80.0,1.0,3311.0,3.0,3.0,7.0,0.0,1.0,7.0,Yes,63528.0
7362,Y,No,18.0,3.0,1.0,80.0,1.0,13.0,5.0,3.0,13.0,7.0,9.0,8170.0,Yes,129516.0
7363,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,Yes,30180.0
7364,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,Yes,30180.0
7365,Y,Yes,19.0,3.0,4.0,80.0,0.0,0.0,2.0,2.0,0.0,0.0,9624.0,0.0,Yes,20100.0
7366,Y,Yes,14.0,3.0,3.0,80.0,3.0,8665.0,5.0,3.0,1.0,0.0,0.0,0.0,Yes,80328.0
7367,Y,No,23.0,4.0,2.0,80.0,0.0,25.0,3.0,3.0,17.0,14.0,12.0,11.0,Yes,103596.0
7368,Y,No,22.0,4.0,4.0,80.0,2.0,13.0,4.0,4.0,7.0,7.0,5.0,7.0,Yes,65520.0
7369,Y,No,22.0,4.0,4.0,80.0,2.0,13.0,4.0,4.0,7.0,7.0,5.0,7.0,Yes,65520.0
7370,Y,No,14.0,3.0,4.0,80.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Yes,18756.0
7371,Y,No,14.0,3.0,4.0,80.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Yes,18756.0
7372,Y,No,11.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,9196.0,0.0,0.0,6.0,Yes,234204.0
7373,Y,No,11.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,9196.0,0.0,0.0,6.0,Yes,234204.0
7374,Y,No,11.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,9196.0,0.0,0.0,6.0,No,234204.0
7375,Y,No,14.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,Yes,58008.0
7376,Y,No,16.0,3.0,2.0,80.0,1.0,11.0,5.0,3.0,5.0,3.0,7137.0,2.0,Yes,63180.0
7377,Y,No,16.0,3.0,2.0,80.0,1.0,11.0,5.0,3.0,5.0,3.0,7137.0,2.0,No,63180.0
7378,Y,No,13.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,16.0,12.0,6.0,14.0,No,232704.0
7379,Y,No,11.0,3.0,2.0,80.0,2.0,17.0,5.0,3.0,1.0,0.0,0.0,0.0,Yes,120576.0
7380,Y,No,11.0,3.0,2.0,80.0,2.0,17.0,5.0,3.0,1.0,0.0,0.0,0.0,No,120576.0
7381,Y,No,18.0,3.0,4.0,80.0,0.0,15.0,2.0,3.0,13.0,9.0,3.0,12.0,Yes,57108.0
7382,Y,No,18.0,3.0,4.0,80.0,0.0,15.0,2.0,3.0,13.0,9.0,3.0,12.0,No,57108.0
7383,Y,No,18.0,3.0,4.0,80.0,0.0,15.0,2.0,3.0,13.0,9.0,3.0,12.0,Yes,57108.0
7384,Y,Yes,19.0,3.0,3.0,80.0,1.0,5.0,2.0,2.0,2.0,2.0,0.0,1914.0,Yes,49884.0
7385,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,1.0,3.0,8.0,8807.0,7.0,7.0,Yes,63852.0
7386,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,3.0,2.0,5.0,4.0,0.0,3.0,No,45132.0
7387,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0,Yes,49068.0
7388,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0,Yes,49068.0
7389,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0,Yes,49068.0
7390,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,No,30960.0
7391,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,No,30960.0
7392,Y,Yes,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,7729.0,No,64416.0
7393,Y,Yes,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,7729.0,Yes,64416.0
7394,Y,Yes,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,7729.0,Yes,64416.0
7395,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,3.0,2.0,5.0,3.0,1.0,4.0,Yes,31740.0
7396,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,3.0,2.0,5.0,3.0,1.0,4.0,Yes,31740.0
7397,Y,No,12.0,3.0,3.0,80.0,2.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0,Yes,26244.0
7398,Y,No,12.0,3.0,3.0,80.0,2.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0,Yes,26244.0
7399,Y,No,12.0,3.0,3.0,80.0,2.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0,No,26244.0
7400,Y,Yes,12.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,4.0,3.0,1.0,2.0,No,29232.0
7401,Y,Yes,12.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,4.0,3.0,1.0,2.0,No,29232.0
7402,Y,No,13.0,3.0,4.0,80.0,0.0,5.0,2.0,3.0,5.0,3.0,0.0,2.0,Yes,51840.0
7403,Y,No,20.0,4.0,3.0,80.0,0.0,10.0,2.0,3.0,9.0,5.0,8.0,5905.0,No,54816.0
7404,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0,Yes,119088.0
7405,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0,No,119088.0
7406,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0,No,119088.0
7407,Y,No,13.0,3.0,3.0,80.0,0.0,2820.0,4.0,1.0,1.0,0.0,0.0,0.0,Yes,35664.0
7408,Y,No,16.0,3.0,1.0,80.0,1.0,8.0,2.0,3.0,2.0,2.0,2.0,2.0,Yes,33852.0
7409,Y,No,12.0,3.0,2.0,80.0,0.0,17.0,3.0,3.0,6834.0,12.0,5.0,7.0,No,25380.0
7410,Y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0,Yes,88032.0
7411,Y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0,Yes,88032.0
7412,Y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0,Yes,88032.0
7413,Y,Yes,15.0,3.0,3.0,80.0,3.0,11.0,2.0,3.0,3.0,2.0,0.0,2.0,No,119400.0
7414,Y,Yes,15.0,3.0,3.0,80.0,3.0,11.0,2.0,3.0,3.0,2.0,0.0,2.0,Yes,119400.0
7415,Y,Yes,11.0,3.0,3.0,80.0,0.0,14.0,3.0,3.0,10.0,7.0,0.0,7420.0,Yes,68916.0
7416,Y,No,13.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,No,47616.0
7417,Y,No,11.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,7337.0,2.0,1.0,0.0,Yes,235896.0
7418,Y,No,11.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,7337.0,2.0,1.0,0.0,Yes,235896.0
7419,Y,No,11.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,7337.0,2.0,1.0,0.0,No,235896.0
7420,Y,No,14.0,3.0,2.0,80.0,0.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,Yes,32616.0
7421,Y,No,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,5.0,2.0,8853.0,3.0,Yes,50268.0
7422,Y,No,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,5.0,2.0,8853.0,3.0,Yes,50268.0
7423,Y,No,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,5.0,2.0,8853.0,3.0,Yes,50268.0
7424,Y,No,14.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,2.0,2.0,4547.0,2.0,No,27228.0
7425,Y,Yes,16.0,3.0,1.0,80.0,1.0,6.0,2.0,2.0,2.0,0.0,2.0,0.0,No,27516.0
7426,Y,Yes,11.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,5.0,6180.0,1.0,4.0,No,25776.0
7427,Y,No,11.0,3.0,3.0,80.0,0.0,15.0,4.0,3.0,4.0,3.0,1.0,3.0,No,24156.0
7428,Y,No,14.0,3.0,2.0,80.0,0.0,5.0,3.0,1.0,5.0,4.0,0.0,4.0,No,45420.0
7429,Y,No,14.0,3.0,2.0,80.0,0.0,5.0,3.0,1.0,5.0,4.0,0.0,4.0,Yes,45420.0
7430,Y,No,14.0,3.0,2.0,80.0,0.0,5.0,3.0,1.0,5.0,4.0,0.0,4.0,No,45420.0
7431,Y,No,16.0,3.0,2.0,80.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0,Yes,30912.0
7432,Y,No,16.0,3.0,2.0,80.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0,Yes,30912.0
7433,Y,No,16.0,3.0,2.0,80.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0,No,30912.0
7434,Y,No,17.0,3.0,3.0,80.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,1845.0,Yes,35472.0
7435,Y,No,17.0,3.0,3.0,80.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,1845.0,Yes,35472.0
7436,Y,No,17.0,3.0,3.0,80.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,1845.0,Yes,35472.0
7437,Y,No,11.0,3.0,3.0,80.0,0.0,13.0,4.0,3.0,12.0,6.0,2.0,11.0,No,143928.0
7438,Y,No,11.0,3.0,3.0,80.0,0.0,13.0,4.0,3.0,12.0,6.0,2.0,11.0,Yes,143928.0
7439,Y,No,19.0,3.0,3.0,80.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,5747.0,No,28872.0
7440,Y,No,19.0,3.0,3.0,80.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,5747.0,No,28872.0
7441,Y,No,19.0,3.0,3.0,80.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,5747.0,Yes,28872.0
7442,Y,No,13.0,3.0,3.0,80.0,0.0,5.0,6.0,4.0,5.0,2.0,1.0,4.0,Yes,31764.0
7443,Y,No,13.0,3.0,3.0,80.0,0.0,5.0,6.0,4.0,5.0,2.0,1.0,4.0,Yes,31764.0
7444,Y,No,13.0,3.0,3.0,80.0,0.0,5.0,6.0,4.0,5.0,2.0,1.0,4.0,Yes,31764.0
