EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked
6845,49.0,Travel_Rarely,527.0,Research & Development,8.0,2.0,Other,1.0,1.0,Female,51.0,3.0,3.0,Laboratory Technician,2.0,Married,7403.0,22477.0,4.0
6846,49.0,Travel_Rarely,527.0,Research & Development,8.0,2.0,Other,1.0,1.0,Female,51.0,3.0,3.0,Laboratory Technician,2.0,Married,7403.0,22477.0,4.0
6847,49.0,Travel_Rarely,527.0,Research & Development,8.0,2.0,Other,1.0,1.0,Female,51.0,3.0,3.0,Laboratory Technician,2.0,Married,7403.0,22477.0,4.0
6848,29.0,Travel_Rarely,726.0,Research & Development,29.0,1.0,Life Sciences,1.0,4.0,Male,93.0,1.0,2.0,Healthcare Representative,3.0,Divorced,6384.0,21143.0,8.0
6849,26.0,Travel_Frequently,342.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,57.0,3.0,1.0,Research Scientist,1.0,Married,2042.0,15346.0,6.0
6850,26.0,Travel_Frequently,342.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,57.0,3.0,1.0,Research Scientist,1.0,Married,2042.0,15346.0,6.0
6851,26.0,Travel_Frequently,342.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,57.0,3.0,1.0,Research Scientist,1.0,Married,2042.0,15346.0,6.0
6852,37.0,Travel_Rarely,799.0,Research & Development,1.0,3.0,Technical Degree,1.0,2.0,Female,59.0,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,23848.0,4.0
6853,37.0,Travel_Rarely,799.0,Research & Development,1.0,3.0,Technical Degree,1.0,2.0,Female,59.0,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,23848.0,4.0
6854,7662.0,Travel_Rarely,498.0,Research & Development,3.0,4.0,Medical,1.0,3.0,Female,93.0,3.0,2.0,Manufacturing Director,1.0,Married,6725.0,13554.0,1.0
6855,47.0,Non-Travel,543.0,Sales,2.0,4.0,Marketing,1.0,3.0,Male,87.0,3.0,2.0,Sales Executive,2.0,Married,4978.0,3536.0,7.0
6856,47.0,Non-Travel,543.0,Sales,2.0,4.0,Marketing,1.0,3.0,Male,87.0,3.0,2.0,Sales Executive,2.0,Married,4978.0,3536.0,7.0
6857,47.0,Non-Travel,543.0,Sales,2.0,4.0,Marketing,1.0,3.0,Male,87.0,3.0,2.0,Sales Executive,2.0,Married,4978.0,3536.0,7.0
6858,35.0,Non-Travel,727.0,Research & Development,298194.0,3.0,Life Sciences,1.0,3.0,Male,41.0,2.0,1.0,Laboratory Technician,3.0,Married,1281.0,16900.0,1.0
6859,22.0,Travel_Rarely,1230.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,33.0,2.0,2.0,Manufacturing Director,4.0,Married,4775.0,19146.0,6.0
6860,22.0,Travel_Rarely,1230.0,Research & Development,1.0,2.0,Life Sciences,1.0,4.0,Male,33.0,2.0,2.0,Manufacturing Director,4.0,Married,4775.0,19146.0,6.0
6861,34.0,Travel_Rarely,1480.0,Sales,4.0,3.0,Life Sciences,1.0,3.0,Male,64.0,3.0,3.0,Sales Executive,4.0,Married,9713.0,24444.0,2.0
6862,34.0,Travel_Rarely,1480.0,Sales,4.0,3.0,Life Sciences,1.0,3.0,Male,64.0,3.0,3.0,Sales Executive,4.0,Married,9713.0,24444.0,2.0
6863,35.0,Travel_Frequently,1199.0,Research & Development,18.0,4.0,Life Sciences,1.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,3.0,Married,5689.0,24594.0,1.0
6864,35.0,Travel_Frequently,1199.0,Research & Development,18.0,4.0,Life Sciences,1.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,3.0,Married,5689.0,24594.0,1.0
6865,35.0,Travel_Frequently,1199.0,Research & Development,18.0,4.0,Life Sciences,1.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,3.0,Married,5689.0,24594.0,1.0
6866,31.0,Travel_Frequently,307.0,Research & Development,29.0,2.0,Medical,1.0,3.0,Male,71.0,2.0,1.0,Laboratory Technician,2.0,Single,3479.0,11652.0,0.0
6867,31.0,Travel_Frequently,307.0,Research & Development,29.0,2.0,Medical,1.0,3.0,Male,71.0,2.0,1.0,Laboratory Technician,2.0,Single,3479.0,11652.0,0.0
6868,31.0,Travel_Frequently,307.0,Research & Development,29.0,2.0,Medical,1.0,3.0,Male,71.0,2.0,1.0,Laboratory Technician,2.0,Single,3479.0,11652.0,0.0
6869,28.0,Travel_Frequently,791.0,Research & Development,1.0,4.0,Medical,1.0,4.0,Male,44.0,3.0,1.0,Laboratory Technician,3.0,Single,2154.0,6842.0,0.0
6870,28.0,Travel_Frequently,791.0,Research & Development,1.0,4.0,Medical,1.0,4.0,Male,44.0,3.0,1.0,Laboratory Technician,3.0,Single,2154.0,6842.0,0.0
6871,33.0,Travel_Frequently,1141.0,Sales,993161.0,3.0,Life Sciences,1.0,3.0,Female,42.0,4.0,2.0,Sales Executive,1.0,Married,5376.0,3193.0,2.0
6872,33.0,Travel_Frequently,1141.0,Sales,993161.0,3.0,Life Sciences,1.0,3.0,Female,42.0,4.0,2.0,Sales Executive,1.0,Married,5376.0,3193.0,2.0
6873,33.0,Travel_Frequently,1141.0,Sales,993161.0,3.0,Life Sciences,1.0,3.0,Female,42.0,4.0,2.0,Sales Executive,1.0,Married,5376.0,3193.0,2.0
6874,6510.0,Travel_Rarely,866.0,Sales,5.0,3.0,Medical,1.0,4.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,8463.0,23490.0,0.0
6875,18.0,Travel_Rarely,230.0,Research & Development,3.0,3.0,Life Sciences,1.0,3.0,Male,54.0,3.0,1.0,Laboratory Technician,3.0,Single,1420.0,25233.0,1.0
6876,18.0,Travel_Rarely,230.0,Research & Development,3.0,3.0,Life Sciences,1.0,3.0,Male,54.0,3.0,1.0,Laboratory Technician,3.0,Single,1420.0,25233.0,1.0
6877,34.0,Travel_Rarely,1031.0,Research & Development,6.0,4.0,Life Sciences,1.0,3.0,Female,45.0,2.0,2.0,Research Scientist,2.0,Divorced,4505.0,15000.0,6.0
6878,32.0,Non-Travel,1200.0,Research & Development,1.0,4.0,Technical Degree,1.0,4.0,Male,62.0,3.0,2.0,Research Scientist,1.0,Married,4087.0,25174.0,4.0
6879,32.0,Non-Travel,1200.0,Research & Development,1.0,4.0,Technical Degree,1.0,4.0,Male,62.0,3.0,2.0,Research Scientist,1.0,Married,4087.0,25174.0,4.0
6880,26.0,Travel_Rarely,157.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,95.0,3.0,1.0,Laboratory Technician,1.0,Single,2867.0,20006.0,0.0
6881,26.0,Travel_Rarely,157.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,95.0,3.0,1.0,Laboratory Technician,1.0,Single,2867.0,20006.0,0.0
6882,31.0,Travel_Frequently,561.0,Research & Development,3.0,3.0,Life Sciences,1.0,4.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,4084.0,4156.0,1.0
6883,31.0,Travel_Frequently,561.0,Research & Development,3.0,3.0,Life Sciences,1.0,4.0,Female,33.0,3.0,1.0,Research Scientist,3.0,Single,4084.0,4156.0,1.0
6884,4985.0,Travel_Rarely,1239.0,Human Resources,8.0,2.0,Other,1.0,3.0,Male,89.0,3.0,2.0,Human Resources,2.0,Divorced,4071.0,12832.0,2.0
6885,4985.0,Travel_Rarely,1239.0,Human Resources,8.0,2.0,Other,1.0,3.0,Male,89.0,3.0,2.0,Human Resources,2.0,Divorced,4071.0,12832.0,2.0
6886,4985.0,Travel_Rarely,1239.0,Human Resources,8.0,2.0,Other,1.0,3.0,Male,89.0,3.0,2.0,Human Resources,2.0,Divorced,4071.0,12832.0,2.0
6887,32.0,Travel_Rarely,801.0,Sales,1.0,4.0,Marketing,1.0,3.0,Female,48.0,3.0,3.0,Sales Executive,4.0,Married,10422.0,24032.0,1.0
6888,9581.0,Travel_Rarely,1365.0,Sales,13.0,4.0,Medical,1.0,2.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,11512.0,2.0
6889,9581.0,Travel_Rarely,1365.0,Sales,13.0,4.0,Medical,1.0,2.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,11512.0,2.0
6890,9581.0,Travel_Rarely,1365.0,Sales,13.0,4.0,Medical,1.0,2.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,11512.0,2.0
6891,32.0,Non-Travel,1184.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,70.0,2.0,1.0,Laboratory Technician,2.0,Married,2332.0,3974.0,6.0
6892,41.0,Travel_Rarely,167.0,Research & Development,12.0,4.0,Life Sciences,1.0,2.0,Male,46.0,3.0,1.0,Laboratory Technician,4.0,Married,4766.0,9051.0,3.0
6893,45.0,Travel_Rarely,176.0,Human Resources,4.0,3.0,Life Sciences,1.0,3.0,Female,56.0,1.0,3.0,Human Resources,3.0,Married,9756.0,6595.0,4.0
6894,45.0,Travel_Rarely,176.0,Human Resources,4.0,3.0,Life Sciences,1.0,3.0,Female,56.0,1.0,3.0,Human Resources,3.0,Married,9756.0,6595.0,4.0
6895,30.0,Travel_Rarely,125.0,Research & Development,686501.0,2.0,Medical,1.0,4.0,Male,83.0,2.0,1.0,Laboratory Technician,3.0,Single,2206.0,16117.0,1.0
6896,30.0,Travel_Rarely,125.0,Research & Development,686501.0,2.0,Medical,1.0,4.0,Male,83.0,2.0,1.0,Laboratory Technician,3.0,Single,2206.0,16117.0,1.0
6897,30.0,Travel_Rarely,125.0,Research & Development,686501.0,2.0,Medical,1.0,4.0,Male,83.0,2.0,1.0,Laboratory Technician,3.0,Single,2206.0,16117.0,1.0
6898,24.0,Travel_Rarely,1206.0,Research & Development,17.0,1.0,Medical,1.0,4.0,Female,41.0,2.0,2.0,Manufacturing Director,3.0,Divorced,4377.0,24117.0,1.0
6899,24.0,Travel_Rarely,1206.0,Research & Development,17.0,1.0,Medical,1.0,4.0,Female,41.0,2.0,2.0,Manufacturing Director,3.0,Divorced,4377.0,24117.0,1.0
6900,24.0,Travel_Rarely,1206.0,Research & Development,17.0,1.0,Medical,1.0,4.0,Female,41.0,2.0,2.0,Manufacturing Director,3.0,Divorced,4377.0,24117.0,1.0
6901,55.0,Travel_Rarely,685.0,Sales,26.0,5.0,Marketing,1.0,3.0,Male,60.0,2.0,5.0,Manager,4.0,Married,19586.0,23037.0,1.0
6902,35.0,Travel_Rarely,1214.0,Research & Development,1.0,3.0,Medical,1.0,2.0,Male,30.0,2.0,1.0,Research Scientist,3.0,Single,2859.0,26278.0,1.0
6903,35.0,Travel_Rarely,1214.0,Research & Development,1.0,3.0,Medical,1.0,2.0,Male,30.0,2.0,1.0,Research Scientist,3.0,Single,2859.0,26278.0,1.0
6904,31.0,Non-Travel,976.0,Research & Development,3.0,2.0,Medical,1.0,3.0,Male,48.0,3.0,1.0,Research Scientist,1.0,Divorced,3065.0,3995.0,1.0
6905,31.0,Non-Travel,976.0,Research & Development,3.0,2.0,Medical,1.0,3.0,Male,48.0,3.0,1.0,Research Scientist,1.0,Divorced,3065.0,3995.0,1.0
6906,34.0,Travel_Rarely,182.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Female,72.0,4.0,1.0,Research Scientist,4.0,Single,3280.0,13551.0,2.0
6907,34.0,Travel_Rarely,182.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Female,72.0,4.0,1.0,Research Scientist,4.0,Single,3280.0,13551.0,2.0
6908,60.0,Travel_Rarely,1179.0,Sales,16.0,4.0,Marketing,1.0,1.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,5405.0,11924.0,8.0
6909,60.0,Travel_Rarely,1179.0,Sales,16.0,4.0,Marketing,1.0,1.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,5405.0,11924.0,8.0
6910,60.0,Travel_Rarely,1179.0,Sales,16.0,4.0,Marketing,1.0,1.0,Male,84.0,3.0,2.0,Sales Executive,1.0,Single,5405.0,11924.0,8.0
6911,30.0,Travel_Rarely,1288.0,Sales,29.0,4.0,Technical Degree,1.0,3.0,Male,33.0,3.0,3.0,Sales Executive,2.0,Married,9250.0,17799.0,3.0
6912,30.0,Travel_Rarely,1288.0,Sales,29.0,4.0,Technical Degree,1.0,3.0,Male,33.0,3.0,3.0,Sales Executive,2.0,Married,9250.0,17799.0,3.0
6913,30.0,Travel_Rarely,1288.0,Sales,29.0,4.0,Technical Degree,1.0,3.0,Male,33.0,3.0,3.0,Sales Executive,2.0,Married,9250.0,17799.0,3.0
6914,22.0,Non-Travel,457.0,Research & Development,26.0,2.0,Other,1.0,2.0,Female,85.0,2.0,1.0,Research Scientist,3.0,Married,2814.0,10293.0,1.0
6915,22.0,Non-Travel,457.0,Research & Development,26.0,2.0,Other,1.0,2.0,Female,85.0,2.0,1.0,Research Scientist,3.0,Married,2814.0,10293.0,1.0
6916,22.0,Non-Travel,457.0,Research & Development,26.0,2.0,Other,1.0,2.0,Female,85.0,2.0,1.0,Research Scientist,3.0,Married,2814.0,10293.0,1.0
6917,2095.0,Travel_Rarely,996.0,Research & Development,3.0,2.0,Medical,1.0,4.0,Male,100.0,2.0,1.0,Research Scientist,3.0,Single,3230.0,10531.0,1.0
6918,2095.0,Travel_Rarely,996.0,Research & Development,3.0,2.0,Medical,1.0,4.0,Male,100.0,2.0,1.0,Research Scientist,3.0,Single,3230.0,10531.0,1.0
6919,38.0,Travel_Rarely,1495.0,Research & Development,10.0,3.0,Medical,1.0,3.0,Female,76.0,3.0,2.0,Healthcare Representative,3.0,Married,9824.0,22174.0,3.0
6920,38.0,Travel_Rarely,1495.0,Research & Development,10.0,3.0,Medical,1.0,3.0,Female,76.0,3.0,2.0,Healthcare Representative,3.0,Married,9824.0,22174.0,3.0
6921,40.0,Travel_Rarely,300.0,Sales,26.0,3.0,Marketing,1.0,3.0,Male,74.0,3.0,2.0,Sales Executive,1.0,Married,8396.0,22217.0,1.0
6922,38.0,Travel_Rarely,1495.0,Research & Development,4.0,2.0,Medical,1.0,4.0,Female,87.0,3.0,1.0,Laboratory Technician,3.0,Married,3306.0,26176.0,7.0
6923,38.0,Travel_Rarely,1495.0,Research & Development,4.0,2.0,Medical,1.0,4.0,Female,87.0,3.0,1.0,Laboratory Technician,3.0,Married,3306.0,26176.0,7.0
6924,29.0,Travel_Rarely,121.0,Sales,27.0,3.0,Marketing,1.0,2.0,Female,35.0,3.0,3.0,Sales Executive,4.0,Married,7639.0,24525.0,1.0
6925,29.0,Travel_Rarely,121.0,Sales,27.0,3.0,Marketing,1.0,2.0,Female,35.0,3.0,3.0,Sales Executive,4.0,Married,7639.0,24525.0,1.0
6926,27.0,Travel_Rarely,1167.0,Research & Development,4.0,2.0,Life Sciences,1.0,1.0,Male,76.0,3.0,1.0,Research Scientist,3.0,Divorced,2517.0,3208.0,1.0
6927,27.0,Travel_Rarely,1167.0,Research & Development,4.0,2.0,Life Sciences,1.0,1.0,Male,76.0,3.0,1.0,Research Scientist,3.0,Divorced,2517.0,3208.0,1.0
6928,34.0,Travel_Rarely,304.0,Sales,2.0,3.0,Other,1.0,4.0,Male,60.0,3.0,2.0,Sales Executive,4.0,Single,6274.0,18686.0,1.0
6929,34.0,Travel_Rarely,304.0,Sales,2.0,3.0,Other,1.0,4.0,Male,60.0,3.0,2.0,Sales Executive,4.0,Single,6274.0,18686.0,1.0
6930,34.0,Travel_Rarely,304.0,Sales,2.0,3.0,Other,1.0,4.0,Male,60.0,3.0,2.0,Sales Executive,4.0,Single,6274.0,18686.0,1.0
6931,23.0,Travel_Rarely,160.0,Research & Development,4.0,1.0,Medical,1.0,3.0,Female,51.0,3.0,1.0,Laboratory Technician,2.0,Single,3295.0,12862.0,1.0
6932,28.0,Non-Travel,1476.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,55.0,1.0,2.0,Laboratory Technician,4.0,Married,6674.0,16392.0,0.0
6933,28.0,Non-Travel,1476.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,55.0,1.0,2.0,Laboratory Technician,4.0,Married,6674.0,16392.0,0.0
6934,28.0,Non-Travel,1476.0,Research & Development,1.0,3.0,Life Sciences,1.0,3.0,Female,55.0,1.0,2.0,Laboratory Technician,4.0,Married,6674.0,16392.0,0.0
6935,55.0,Travel_Rarely,478.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,60.0,2.0,5.0,Research Director,1.0,Married,19038.0,19805.0,8.0
6936,55.0,Travel_Rarely,478.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,60.0,2.0,5.0,Research Director,1.0,Married,19038.0,19805.0,8.0
6937,33.0,Travel_Frequently,430.0,Sales,7.0,3.0,Medical,1.0,4.0,Male,54.0,3.0,2.0,Sales Executive,1.0,Married,4373.0,17456.0,0.0
6938,33.0,Travel_Frequently,430.0,Sales,7.0,3.0,Medical,1.0,4.0,Male,54.0,3.0,2.0,Sales Executive,1.0,Married,4373.0,17456.0,0.0
6939,33.0,Travel_Frequently,430.0,Sales,7.0,3.0,Medical,1.0,4.0,Male,54.0,3.0,2.0,Sales Executive,1.0,Married,4373.0,17456.0,0.0
6940,31.0,Travel_Rarely,688.0,Sales,7.0,3.0,Life Sciences,1.0,3.0,Male,44.0,2.0,3.0,Manager,4.0,Divorced,11557.0,25291.0,9.0
6941,31.0,Travel_Rarely,688.0,Sales,7.0,3.0,Life Sciences,1.0,3.0,Male,44.0,2.0,3.0,Manager,4.0,Divorced,11557.0,25291.0,9.0
6942,35.0,Travel_Rarely,1137.0,Research & Development,21.0,1.0,Life Sciences,1.0,4.0,Female,51.0,3.0,2.0,Healthcare Representative,4.0,Married,4014.0,19170.0,1.0
6943,35.0,Travel_Rarely,1137.0,Research & Development,21.0,1.0,Life Sciences,1.0,4.0,Female,51.0,3.0,2.0,Healthcare Representative,4.0,Married,4014.0,19170.0,1.0
6944,34.0,Non-Travel,999.0,Research & Development,26.0,1.0,Technical Degree,1.0,1.0,Female,92.0,2.0,1.0,Research Scientist,3.0,Divorced,2029.0,15891.0,1.0
6945,36.0,Travel_Frequently,541.0,Sales,535160.0,4.0,Medical,1.0,1.0,Male,48.0,2.0,3.0,Sales Executive,4.0,Married,9699.0,7246.0,4.0
6946,36.0,Travel_Frequently,541.0,Sales,535160.0,4.0,Medical,1.0,1.0,Male,48.0,2.0,3.0,Sales Executive,4.0,Married,9699.0,7246.0,4.0
6947,36.0,Travel_Frequently,541.0,Sales,535160.0,4.0,Medical,1.0,1.0,Male,48.0,2.0,3.0,Sales Executive,4.0,Married,9699.0,7246.0,4.0
6948,31.0,Travel_Rarely,196.0,Sales,29.0,4.0,Marketing,1.0,1.0,Female,91.0,2.0,2.0,Sales Executive,4.0,Married,5468.0,13402.0,1.0
6949,2275.0,Travel_Rarely,608.0,Research & Development,1.0,2.0,Life Sciences,1.0,3.0,Female,68.0,3.0,3.0,Manufacturing Director,1.0,Married,7412.0,6009.0,1.0
6950,40.0,Travel_Frequently,902.0,Research & Development,26.0,2.0,Medical,1.0,3.0,Female,92.0,2.0,2.0,Research Scientist,4.0,Married,4422.0,21203.0,3.0
6951,40.0,Travel_Frequently,902.0,Research & Development,26.0,2.0,Medical,1.0,3.0,Female,92.0,2.0,2.0,Research Scientist,4.0,Married,4422.0,21203.0,3.0
6952,40.0,Travel_Frequently,902.0,Research & Development,26.0,2.0,Medical,1.0,3.0,Female,92.0,2.0,2.0,Research Scientist,4.0,Married,4422.0,21203.0,3.0
6953,35.0,Travel_Frequently,853.0,Sales,161435.0,5.0,Life Sciences,1.0,2.0,Male,71.0,3.0,3.0,Sales Executive,1.0,Married,9069.0,11031.0,1.0
6954,35.0,Travel_Frequently,853.0,Sales,161435.0,5.0,Life Sciences,1.0,2.0,Male,71.0,3.0,3.0,Sales Executive,1.0,Married,9069.0,11031.0,1.0
6955,35.0,Travel_Frequently,853.0,Sales,161435.0,5.0,Life Sciences,1.0,2.0,Male,71.0,3.0,3.0,Sales Executive,1.0,Married,9069.0,11031.0,1.0
6956,45.0,Travel_Rarely,252.0,Research & Development,119377.0,3.0,Life Sciences,1.0,2.0,Female,95.0,2.0,1.0,Research Scientist,3.0,Single,2274.0,6153.0,1.0
6957,45.0,Travel_Rarely,252.0,Research & Development,119377.0,3.0,Life Sciences,1.0,2.0,Female,95.0,2.0,1.0,Research Scientist,3.0,Single,2274.0,6153.0,1.0
6958,45.0,Travel_Rarely,252.0,Research & Development,119377.0,3.0,Life Sciences,1.0,2.0,Female,95.0,2.0,1.0,Research Scientist,3.0,Single,2274.0,6153.0,1.0
6959,38.0,Travel_Rarely,1180.0,Research & Development,29.0,1.0,Medical,1.0,2.0,Male,70.0,3.0,2.0,Healthcare Representative,1.0,Married,6673.0,11354.0,7.0
6960,38.0,Travel_Rarely,1180.0,Research & Development,29.0,1.0,Medical,1.0,2.0,Male,70.0,3.0,2.0,Healthcare Representative,1.0,Married,6673.0,11354.0,7.0
6961,38.0,Travel_Rarely,1180.0,Research & Development,29.0,1.0,Medical,1.0,2.0,Male,70.0,3.0,2.0,Healthcare Representative,1.0,Married,6673.0,11354.0,7.0
6962,44.0,Non-Travel,489.0,Research & Development,23.0,3.0,Medical,1.0,2.0,Male,67.0,3.0,2.0,Laboratory Technician,2.0,Married,2042.0,25043.0,4.0
6963,44.0,Non-Travel,489.0,Research & Development,23.0,3.0,Medical,1.0,2.0,Male,67.0,3.0,2.0,Laboratory Technician,2.0,Married,2042.0,25043.0,4.0
6964,44.0,Non-Travel,489.0,Research & Development,23.0,3.0,Medical,1.0,2.0,Male,67.0,3.0,2.0,Laboratory Technician,2.0,Married,2042.0,25043.0,4.0
6965,27.0,Travel_Rarely,1240.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Female,33.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2341.0,19715.0,1.0
6966,27.0,Travel_Rarely,1240.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Female,33.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2341.0,19715.0,1.0
6967,37.0,Travel_Rarely,558.0,Sales,2.0,3.0,Marketing,1.0,4.0,Male,75.0,3.0,2.0,Sales Executive,3.0,Married,9602.0,3010.0,4.0
6968,37.0,Travel_Rarely,558.0,Sales,2.0,3.0,Marketing,1.0,4.0,Male,75.0,3.0,2.0,Sales Executive,3.0,Married,9602.0,3010.0,4.0
6969,23.0,Travel_Rarely,310.0,Research & Development,10.0,1.0,Medical,1.0,1.0,Male,79.0,4.0,1.0,Research Scientist,3.0,Single,3505.0,19630.0,1.0
6970,23.0,Travel_Rarely,310.0,Research & Development,10.0,1.0,Medical,1.0,1.0,Male,79.0,4.0,1.0,Research Scientist,3.0,Single,3505.0,19630.0,1.0
6971,6399.0,Non-Travel,444.0,Research & Development,2.0,1.0,Medical,1.0,3.0,Male,40.0,2.0,4.0,Manager,1.0,Single,16756.0,17323.0,7.0
6972,6399.0,Non-Travel,444.0,Research & Development,2.0,1.0,Medical,1.0,3.0,Male,40.0,2.0,4.0,Manager,1.0,Single,16756.0,17323.0,7.0
6973,6399.0,Non-Travel,444.0,Research & Development,2.0,1.0,Medical,1.0,3.0,Male,40.0,2.0,4.0,Manager,1.0,Single,16756.0,17323.0,7.0
6974,55.0,Travel_Rarely,1229.0,Research & Development,4.0,4.0,Life Sciences,1.0,4.0,Male,30.0,3.0,2.0,Healthcare Representative,3.0,Married,4035.0,16143.0,0.0
6975,29.0,Travel_Frequently,806.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,76.0,1.0,1.0,Research Scientist,4.0,Divorced,2720.0,18959.0,1.0
6976,29.0,Travel_Frequently,806.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Male,76.0,1.0,1.0,Research Scientist,4.0,Divorced,2720.0,18959.0,1.0
6977,50.0,Non-Travel,145.0,Sales,1.0,3.0,Life Sciences,1.0,4.0,Female,95.0,3.0,2.0,Sales Executive,3.0,Married,6347.0,24920.0,0.0
6978,50.0,Non-Travel,145.0,Sales,1.0,3.0,Life Sciences,1.0,4.0,Female,95.0,3.0,2.0,Sales Executive,3.0,Married,6347.0,24920.0,0.0
6979,4935.0,Travel_Frequently,921.0,Research & Development,1.0,1.0,Medical,1.0,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2007.0,25265.0,1.0
6980,4935.0,Travel_Frequently,921.0,Research & Development,1.0,1.0,Medical,1.0,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2007.0,25265.0,1.0
6981,33.0,Travel_Rarely,586.0,Sales,1.0,3.0,Medical,1.0,1.0,Male,48.0,4.0,2.0,Sales Executive,1.0,Divorced,4037.0,21816.0,1.0
6982,33.0,Travel_Rarely,586.0,Sales,1.0,3.0,Medical,1.0,1.0,Male,48.0,4.0,2.0,Sales Executive,1.0,Divorced,4037.0,21816.0,1.0
6983,33.0,Travel_Rarely,586.0,Sales,1.0,3.0,Medical,1.0,1.0,Male,48.0,4.0,2.0,Sales Executive,1.0,Divorced,4037.0,21816.0,1.0
6984,43.0,Travel_Rarely,1372.0,Sales,9.0,3.0,Marketing,1.0,1.0,Female,85.0,1.0,2.0,Sales Executive,3.0,Single,5346.0,9489.0,8.0
6985,30.0,Travel_Frequently,600.0,Human Resources,8.0,3.0,Human Resources,1.0,3.0,Female,66.0,2.0,1.0,Human Resources,4.0,Divorced,2180.0,9732.0,6.0
6986,30.0,Travel_Frequently,600.0,Human Resources,8.0,3.0,Human Resources,1.0,3.0,Female,66.0,2.0,1.0,Human Resources,4.0,Divorced,2180.0,9732.0,6.0
6987,42.0,Travel_Rarely,916.0,Research & Development,17.0,2.0,Life Sciences,1.0,4.0,Female,82.0,4.0,2.0,Research Scientist,1.0,Single,6545.0,23016.0,3.0
6988,42.0,Travel_Rarely,916.0,Research & Development,17.0,2.0,Life Sciences,1.0,4.0,Female,82.0,4.0,2.0,Research Scientist,1.0,Single,6545.0,23016.0,3.0
6989,42.0,Travel_Rarely,916.0,Research & Development,17.0,2.0,Life Sciences,1.0,4.0,Female,82.0,4.0,2.0,Research Scientist,1.0,Single,6545.0,23016.0,3.0
6990,30.0,Non-Travel,111.0,Research & Development,9.0,3.0,Medical,1.0,3.0,Male,66.0,3.0,2.0,Laboratory Technician,1.0,Divorced,3072.0,11012.0,1.0
6991,32.0,Travel_Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0
6992,32.0,Travel_Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0
6993,32.0,Travel_Frequently,1318.0,Sales,10.0,4.0,Marketing,1.0,4.0,Male,79.0,3.0,2.0,Sales Executive,4.0,Single,4648.0,26075.0,8.0
6994,36.0,Travel_Rarely,917.0,Research & Development,6.0,4.0,Life Sciences,1.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0
6995,36.0,Travel_Rarely,917.0,Research & Development,6.0,4.0,Life Sciences,1.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0
6996,36.0,Travel_Rarely,917.0,Research & Development,6.0,4.0,Life Sciences,1.0,3.0,Male,60.0,1.0,1.0,Laboratory Technician,3.0,Divorced,2741.0,6865.0,1.0
